Processed_Text,Emotion
always notice even though fabulous hiding according rest world feel keenly greatly distressed,fear
feel shaken guilty better mother shielding offspring health problem,fear
feel like greedy little traitor looking looking among cover hey little snotface take,anger
feel like rude as hole hookah,anger
feel beloved reciprocated,love
feel heartbroken bryan,sadness
feel like fake everything,sadness
would feel differently believed leader perfectly truthful,happy
can not help feel longing outside feel rain skin sticky tree droppings foot,love
made feel like fault control husband violent behavior even believed existed,anger
feel disgusted need act cute like action gwiyomi,anger
said feel incredibly thankful whole,happy
hoping walk thigh feeling friendly today,happy
feeling nervous sure like anyone else would position,fear
older might feel frightened spending time left alone,fear
must say feel accepted something poisoned chalice,love
introvert mean get energized alone preferably quiet place time crew galley lot people relatively small place talking leave feeling drained need dark room nothing whale noise,sadness
feeling generous ill give story well,love
find scent pretty generic actually feel like bath amp bodywork invest much time collection like created sweet paris decided throw together two predictable scent,happy
like person become feel much carefree liberated time recognize,happy
feel numb right thought feeling angry know feel anything sad happy angry know feel anymore,sadness
feel discontent life day,sadness
starting buy whole everything happens reason bit god plan b c feel god love way would torture woman like tortured dealing w fertility issue,anger
feel truly impatient taking long,anger
want say want feel come bitter angry,anger
know feel like face irate customer,anger
always people life gone way put trip make feel completely moronic worthy enough,sadness
feeling fine,happy
prep another sleepless night help feel ashamed feeling way,sadness
still feel shaky worst hit area damage destruction complete,fear
throw ocean feel would missed something career win oscar,sadness
feel privileged narrated erik prince autobiography civilian warrior inside story blackwater unsung hero war terror released monday nov th,happy
feeling hopeful looking forward,happy
feel mccarthy place yet career really consistently humanize character balancing fact supposed funny,surprise
feel uncertain uneasy,fear
feel privileged opportunity part,happy
feel nervous going back america knowing expect transition like,fear
started feel kind skeptical,fear
love little boy sometimes feel inadequate parent,sadness
keep thing predominantly fix function arranged right create style applying twelve month previous ingredient feeling much perverse usual,sadness
worked today feel like going feel stressed work life week bad,anger
feel sad discouraged,sadness
thought well respected recognized mother autistic boy would perfect guest blogger message feel passionate,love
coursing cycle happiness feeling mellow feeling really depressed mellow back beginning,happy
feeling amazed california ness moment currently sitting pool drinking wine spritzer nagalene connecting via google wifi using stellarium figure star,surprise
